井名,深度,GR,SP,AC,CAL,DEN,CNL,PE,RD,SW,RD_RS_ratio,y_fine,y_coarse
靖43,3843.0,17.616,46.831,195.16,21.706,2.724,9.138,3.096,115.767,100.0,1.03,气层,气层优势类
靖43,3843.125,17.443,46.847,192.736,21.692,2.732,9.113,3.05,122.979,100.0,1.03,气层,气层优势类
靖43,3843.25,18.162,46.875,189.073,21.687,2.735,9.287,2.99,128.559,100.0,1.03,气层,气层优势类
靖43,3843.375,19.838,46.909,184.1,21.691,2.733,9.48,2.929,131.89,100.0,1.02,气层,气层优势类
靖43,3843.5,21.631,46.947,178.926,21.73,2.723,9.599,2.906,132.659,100.0,1.02,气层,气层优势类
靖43,3843.625,22.186,46.983,175.785,21.835,2.706,9.658,2.919,130.194,100.0,1.02,气层,气层优势类
靖43,3843.75,21.769,47.017,175.337,21.996,2.687,9.694,2.956,124.701,100.0,1.03,气层,气层优势类
靖43,3843.875,21.32,47.046,178.199,22.129,2.671,9.703,3.003,117.847,100.0,1.03,气层,气层优势类
靖43,3844.0,21.51,47.071,182.503,22.153,2.663,9.703,3.048,111.185,100.0,1.03,气层,气层优势类
靖43,3844.125,22.062,47.091,184.989,22.1,2.664,9.753,3.085,105.983,100.0,1.03,气层,气层优势类
靖43,3844.25,22.219,47.108,186.023,22.061,2.67,9.859,3.121,103.732,100.0,1.04,气层,气层优势类
靖43,3844.375,22.029,47.126,187.212,22.073,2.674,9.974,3.168,104.608,100.0,1.04,气层,气层优势类
靖43,3844.5,21.964,47.146,188.938,22.087,2.675,10.035,3.224,108.635,100.0,1.04,气层,气层优势类
靖43,3844.625,22.461,47.173,190.334,22.066,2.678,10.005,3.265,115.46,100.0,1.04,气层,气层优势类
靖43,3844.75,23.074,47.208,191.944,22.023,2.686,9.97,3.284,124.161,100.0,1.04,气层,气层优势类
靖43,3844.875,23.254,47.257,194.888,21.99,2.698,9.957,3.291,133.893,100.0,1.04,气层,气层优势类
靖43,3845.0,22.948,47.321,196.66,21.969,2.713,9.837,3.297,145.156,100.0,1.04,气层,气层优势类
靖53-1,4285.0,17.804,30.437,159.915,21.689,2.743,3.933,3.65,312.95,100.0,0.905,气层,气层优势类
靖53-1,4285.125,19.985,30.231,160.901,21.697,2.739,3.953,3.549,290.998,100.0,0.903,气层,气层优势类
靖53-1,4285.25,23.094,30.03,162.064,21.701,2.727,3.823,3.605,284.926,100.0,0.902,气层,气层优势类
靖53-1,4285.375,28.887,29.693,162.801,21.696,2.707,3.412,3.937,299.403,100.0,0.903,气层,气层优势类
靖53-1,4285.5,29.902,29.55,163.071,21.69,2.696,3.14,4.182,308.254,100.0,0.903,气层,气层优势类
靖53-1,4285.625,28.742,29.436,163.247,21.69,2.693,3.173,4.238,313.046,100.0,0.902,气层,气层优势类
靖53-1,4285.75,25.845,29.355,163.488,21.7,2.692,3.348,4.213,312.02,100.0,0.9,气层,气层优势类
靖53-1,4285.875,19.938,29.296,163.635,21.738,2.698,3.78,3.993,293.967,100.0,0.896,气层,气层优势类
靖53-1,4286.0,18.178,29.32,163.676,21.752,2.706,4.248,3.784,273.39,98.489,0.893,气层,气层优势类
靖53-1,4286.125,17.249,29.379,163.706,21.757,2.711,4.675,3.685,246.549,67.917,0.889,气层,气层优势类
靖53-1,4286.25,16.817,29.48,163.669,21.753,2.715,5.15,3.586,216.263,70.27,0.885,气层,气层优势类
靖53-1,4286.375,16.297,29.752,163.602,21.738,2.713,5.94,3.399,167.85,53.242,0.874,气层,气层优势类
靖53-1,4286.5,15.832,29.928,163.482,21.734,2.71,6.533,3.282,151.644,43.958,0.868,气层,气层优势类
靖53-1,4286.625,15.058,30.124,163.257,21.732,2.712,6.773,3.265,141.254,44.254,0.862,气层,气层优势类
靖53-1,4286.75,14.05,30.349,162.674,21.729,2.715,6.889,3.285,136.363,44.307,0.858,气层,气层优势类
靖53-1,4286.875,12.654,30.815,162.1,21.722,2.717,6.977,3.326,137.631,43.645,0.852,气层,气层优势类
靖53-1,4287.0,12.461,31.077,161.714,21.72,2.719,7.031,3.328,141.911,43.592,0.849,气层,气层优势类
靖53-1,4287.125,12.438,31.356,161.427,21.721,2.724,7.012,3.289,146.625,44.391,0.847,气层,气层优势类
靖53-1,4287.25,12.6,31.668,161.263,21.726,2.731,6.91,3.214,150.541,45.458,0.845,气层,气层优势类
靖53-1,4287.375,13.501,32.292,161.301,21.746,2.733,6.701,3.138,154.213,44.689,0.842,气层,气层优势类
靖53-1,4287.5,14.223,32.636,161.489,21.763,2.729,6.59,3.144,155.258,42.025,0.842,气层,气层优势类
靖53-1,4287.625,14.949,33.0,161.752,21.782,2.722,6.624,3.237,155.922,39.855,0.842,气层,气层优势类
靖53-1,4287.75,15.565,33.403,162.249,21.801,2.715,6.702,3.387,155.615,38.717,0.842,气层,气层优势类
靖53-1,4287.875,15.955,34.197,162.479,21.825,2.712,6.82,3.569,152.759,38.148,0.843,气层,气层优势类
靖53-1,4288.0,15.556,34.618,162.236,21.839,2.71,6.916,3.654,151.598,37.576,0.844,气层,气层优势类
延948-2,4181.0,24.316,38.752,170.532,21.408,2.688,2.734,3.714,357.666,65.692,1.02,气层,气层优势类
延948-2,4181.125,24.734,38.608,169.354,21.394,2.691,2.522,3.746,440.282,63.077,1.05,气层,气层优势类
延948-2,4181.25,26.367,38.486,167.625,21.526,2.694,2.4,3.765,523.483,62.83,1.09,气层,气层优势类
延948-2,4181.375,28.908,38.387,166.048,21.676,2.694,2.4,3.767,564.13,64.653,1.1,气层,气层优势类
延948-2,4181.5,31.426,38.312,164.987,21.739,2.691,2.506,3.766,548.817,67.643,1.08,气层,气层优势类
延948-2,4181.625,32.812,38.258,164.446,21.751,2.685,2.687,3.753,492.784,69.388,1.04,气层,气层优势类
延948-2,4181.75,32.095,38.223,164.259,21.769,2.679,2.88,3.739,461.002,65.524,1.02,气层,气层优势类
延948-2,4181.875,30.289,38.206,164.017,21.799,2.676,3.013,3.72,460.661,60.177,1.05,气层,气层优势类
延948-2,4182.0,28.873,38.203,163.425,21.824,2.678,3.041,3.672,465.374,58.674,1.07,气层,气层优势类
延948-2,4182.125,28.939,38.213,162.626,21.823,2.686,2.971,3.589,447.402,63.937,1.08,气层,气层优势类
延948-2,4182.25,30.301,38.232,162.162,21.794,2.696,2.858,3.483,405.91,75.462,1.06,气层,气层优势类
延948-2,4182.375,32.987,38.257,162.529,21.755,2.703,2.758,3.386,359.968,92.863,1.04,气层,气层优势类
延948-2,4182.5,37.348,38.287,163.64,21.741,2.706,2.725,3.362,328.611,100.0,1.04,气层,气层优势类
延948-2,4182.625,43.308,38.318,164.922,21.756,2.705,2.774,3.456,307.733,100.0,1.04,气层,气层优势类
延948-2,4182.75,49.287,38.35,165.831,21.777,2.706,2.891,3.58,296.598,100.0,1.04,气层,气层优势类
延948-2,4182.875,52.796,38.379,166.111,21.769,2.711,3.024,3.664,294.893,100.0,1.04,气层,气层优势类
延948-2,4183.0,53.278,38.406,165.679,21.724,2.719,3.131,3.712,302.683,100.0,1.03,气层,气层优势类
延948-2,4183.125,52.513,38.429,164.792,21.667,2.728,3.185,3.712,327.269,100.0,1,气层,气层优势类
延948-2,4183.25,52.513,38.448,164.172,21.647,2.733,3.188,3.697,384.851,100.0,0.982,气层,气层优势类
延948-2,4183.375,52.084,38.462,164.039,21.689,2.731,3.129,3.699,502.961,100.0,0.992,气层,气层优势类
延948-2,4183.5,48.36,38.473,164.056,21.765,2.723,2.999,3.708,698.465,100.0,1.04,气层,气层优势类
延948-2,4183.625,41.794,38.479,163.851,21.818,2.712,2.818,3.666,913.961,87.899,1.09,气层,气层优势类
延948-2,4183.75,34.758,38.483,163.312,21.819,2.702,2.62,3.602,1054.039,58.428,1.12,气层,气层优势类
延948-2,4183.875,30.053,38.483,162.655,21.788,2.696,2.466,3.564,1032.529,50.171,1.12,气层,气层优势类
延948-2,4184.0,27.766,38.483,162.25,21.747,2.696,2.399,3.552,879.93,51.535,1.08,气层,气层优势类
延948-2,4184.125,27.033,38.481,162.354,21.686,2.699,2.454,3.551,675.553,58.602,1.03,气层,气层优势类
延948-2,4184.25,27.093,38.48,162.821,21.611,2.706,2.616,3.522,508.45,68.876,1,气层,气层优势类
延948-2,4184.375,27.687,38.48,163.371,21.548,2.713,2.84,3.449,396.951,79.65,1.01,气层,气层优势类
延948-2,4184.5,28.518,38.482,163.833,21.514,2.721,3.077,3.333,328.334,89.461,1.02,气层,气层优势类
延948-2,4184.625,29.39,38.487,164.373,21.476,2.727,3.283,3.205,278.927,98.326,1.03,气层,气层优势类
延948-2,4184.75,30.876,38.495,165.241,21.419,2.734,3.453,3.089,241.58,100.0,1.03,气层,气层优势类
延948-2,4184.875,33.848,38.508,166.461,21.369,2.741,3.608,3.009,214.935,100.0,1.03,气层,气层优势类
延948-2,4185.0,37.199,38.527,167.696,21.368,2.749,3.773,2.973,198.477,100.0,1.02,气层,气层优势类
延948-2,4185.125,39.09,38.552,168.742,21.427,2.755,3.947,2.995,194.022,100.0,1.02,气层,气层优势类
延948-2,4185.25,39.034,38.583,169.317,21.52,2.76,4.105,3.079,202.862,100.0,1.02,气层,气层优势类
延948-2,4185.375,38.288,38.622,169.16,21.602,2.763,4.214,3.201,223.255,100.0,1.03,气层,气层优势类
延948-2,4185.5,37.296,38.668,168.234,21.635,2.767,4.215,3.325,253.556,100.0,1.05,气层,气层优势类
延948-2,4185.625,35.858,38.722,166.931,21.604,2.771,4.05,3.418,287.551,100.0,1.06,气层,气层优势类
延948-2,4185.75,34.327,38.783,165.447,21.539,2.772,3.731,3.476,317.974,100.0,1.07,气层,气层优势类
延948-2,4185.875,33.414,38.852,163.737,21.485,2.769,3.319,3.523,338.663,100.0,1.07,气层,气层优势类
延948-2,4186.0,33.322,38.929,161.97,21.467,2.76,2.94,3.579,349.456,100.0,1.06,气层,气层优势类
延962-1,4071.0,12.416,69.879,164.774,23.748,2.692,4.509,3.329,69.48,100.0,0.937,气层,气层优势类
延962-1,4071.125,12.435,69.837,162.853,23.789,2.701,4.392,3.339,78.565,100.0,0.941,气层,气层优势类
延962-1,4071.25,12.422,69.812,159.849,23.86,2.71,4.411,3.303,89.323,100.0,0.943,气层,气层优势类
延962-1,4071.375,12.417,69.809,158.676,23.949,2.718,4.598,3.265,94.415,100.0,0.942,气层,气层优势类
延962-1,4071.5,12.934,69.812,160.04,24.154,2.721,5.44,3.187,96.265,100.0,0.94,气层,气层优势类
延962-1,4071.625,13.419,69.82,162.683,24.26,2.716,5.952,3.224,92.575,96.182,0.939,气层,气层优势类
延962-1,4071.75,13.997,69.831,167.217,24.361,2.708,6.41,3.276,84.528,88.505,0.942,气层,气层优势类
延962-1,4071.875,14.549,69.84,170.185,24.451,2.7,6.768,3.309,78.691,82.116,0.95,气层,气层优势类
延962-1,4072.0,14.583,69.85,170.857,24.563,2.688,7.113,3.323,75.706,70.222,0.96,气层,气层优势类
延962-1,4072.125,13.943,69.868,170.784,24.577,2.687,7.141,3.232,75.453,59.626,0.967,气层,气层优势类
延962-1,4072.25,13.255,69.893,170.238,24.569,2.69,7.15,3.129,76.117,58.614,0.971,气层,气层优势类
延962-1,4072.375,12.92,69.915,170.128,24.552,2.696,7.161,2.996,76.148,64.071,0.975,气层,气层优势类
延962-1,4072.5,13.306,69.941,170.73,24.544,2.709,7.026,2.81,76.038,72.462,0.98,气层,气层优势类
延962-1,4072.625,13.354,69.987,171.56,24.573,2.713,6.843,2.742,76.193,71.324,0.988,气层,气层优势类
延962-1,4072.75,13.01,70.05,171.128,24.628,2.713,6.644,2.724,77.013,69.115,0.999,气层,气层优势类
延962-1,4072.875,12.418,70.098,168.94,24.7,2.712,6.475,2.705,78.624,64.634,1.01,气层,气层优势类
延962-1,4073.0,12.316,70.154,165.646,24.835,2.707,6.244,2.664,81.934,58.946,1.02,气层,气层优势类
延1193,3822.0,16.475,96.708,173.629,21.73,2.652,12.176,3.899,108.466,27.733,1.04,气层,气层优势类
延1193,3822.125,16.205,97.019,175.936,21.771,2.639,12.05,3.867,104.753,27.105,1.04,气层,气层优势类
延1193,3822.25,16.022,97.28,178.525,21.767,2.626,11.916,3.838,100.057,25.295,1.04,气层,气层优势类
延1193,3822.375,15.624,97.341,180.532,21.748,2.615,11.828,3.809,96.727,23.613,1.04,气层,气层优势类
延1193,3822.5,12.956,97.143,179.661,21.726,2.61,11.808,3.728,96.415,23.603,1.04,气层,气层优势类
延1193,3822.625,11.974,97.092,177.126,21.712,2.614,11.787,3.677,100.877,24.126,1.04,气层,气层优势类
延1193,3822.75,11.773,96.968,175.241,21.705,2.62,11.68,3.625,108.473,24.796,1.04,气层,气层优势类
延1193,3822.875,12.839,96.844,175.336,21.702,2.624,11.501,3.577,116.089,23.419,1.04,气层,气层优势类
延1193,3823.0,15.495,96.646,180.637,21.664,2.624,11.178,3.518,118.96,23.861,1.04,气层,气层优势类
延1193,3823.125,15.285,96.646,182.811,21.648,2.626,11.059,3.511,116.218,22.174,1.04,气层,气层优势类
延1193,3823.25,14.203,96.595,183.211,21.651,2.633,10.947,3.518,113.783,22.437,1.04,气层,气层优势类
延1193,3823.375,13.746,96.522,182.317,21.65,2.645,10.81,3.536,110.937,25.77,1.04,气层,气层优势类
延1193,3823.5,14.078,96.547,178.878,21.626,2.665,10.55,3.596,107.898,29.548,1.04,气层,气层优势类
延1193,3823.625,13.845,96.635,177.891,21.619,2.667,10.565,3.634,108.36,30.846,1.04,气层,气层优势类
延1193,3823.75,13.457,96.759,177.805,21.628,2.663,10.675,3.679,107.622,31.407,1.04,气层,气层优势类
延1193,3823.875,12.878,96.884,178.423,21.634,2.66,10.779,3.734,104.652,30.013,1.04,气层,气层优势类
延1193,3824.0,12.532,97.132,179.813,21.599,2.658,10.727,3.882,97.995,29.488,1.04,气层,气层优势类
延1193,3824.125,12.595,97.257,180.158,21.59,2.659,10.563,3.972,95.023,29.549,1.04,气层,气层优势类
延1193,3824.25,13.006,97.355,180.167,21.617,2.661,10.323,4.066,92.402,33.084,1.04,气层,气层优势类
延1193,3824.375,13.584,97.391,179.916,21.655,2.663,10.062,4.151,91.535,36.581,1.04,气层,气层优势类
延1193,3824.5,12.732,97.306,177.633,21.695,2.667,9.609,4.243,91.932,42.034,1.04,气层,气层优势类
延1193,3824.625,12.1,97.062,175.335,21.713,2.671,9.403,4.233,91.4,45.409,1.04,气层,气层优势类
延1193,3824.75,11.91,96.732,171.662,21.733,2.675,9.28,4.18,92.753,49.99,1.04,气层,气层优势类
延1193,3824.875,11.697,96.337,166.666,21.716,2.682,9.295,4.091,97.219,58.064,1.04,气层,气层优势类
延1193,3825.0,11.153,95.454,158.017,21.612,2.697,9.44,3.848,106.698,58.716,1.04,气层,气层优势类
横3-4,3586.0,24.94,76.185,163.575,24.019,2.757,9.844,3.795,211.314,16.217,1.15,气层,气层优势类
横3-4,3586.125,24.1,76.06,164.339,24.412,2.736,8.594,3.796,186.047,23.855,1.14,气层,气层优势类
横3-4,3586.25,23.612,75.935,165.754,24.774,2.714,8.339,3.709,168.619,29.564,1.13,气层,气层优势类
横3-4,3586.375,22.577,75.812,167.276,24.94,2.692,8.691,3.533,158.034,35.121,1.12,气层,气层优势类
横3-4,3586.5,21.002,75.693,168.556,24.717,2.678,9.125,3.303,152.437,36.963,1.12,气层,气层优势类
横3-4,3586.625,19.939,75.579,169.271,24.055,2.676,9.24,3.076,150.377,38.063,1.12,气层,气层优势类
横3-4,3586.75,20.325,75.474,169.378,23.519,2.686,9.094,2.882,149.989,36.464,1.11,气层,气层优势类
横3-4,3586.875,22.154,75.378,168.862,23.297,2.704,8.897,2.718,150.541,35.441,1.11,气层,气层优势类
横3-4,3587.0,24.276,75.29,167.818,23.296,2.726,8.842,2.595,151.452,36.65,1.11,气层,气层优势类
横3-4,3587.125,24.891,75.216,166.494,23.598,2.739,9.018,2.571,152.508,39.753,1.1,气层,气层优势类
横3-4,3587.25,23.928,75.152,165.336,24.166,2.741,9.321,2.647,154.16,39.487,1.1,气层,气层优势类
横3-4,3587.375,22.552,75.099,164.637,24.681,2.737,9.659,2.796,157.045,37.795,1.1,气层,气层优势类
横3-4,3587.5,21.829,75.057,164.436,24.712,2.733,9.976,2.968,161.432,34.224,1.1,气层,气层优势类
横3-4,3587.625,21.854,75.028,164.406,24.193,2.734,10.313,3.1,167.025,30.161,1.1,气层,气层优势类
横3-4,3587.75,21.923,75.01,163.997,23.685,2.739,10.661,3.163,172.066,24.702,1.1,气层,气层优势类
横3-4,3587.875,22.142,75.001,162.985,23.354,2.747,10.831,3.155,173.924,19.94,1.1,气层,气层优势类
横3-4,3588.0,23.05,75.003,161.578,23.19,2.756,10.648,3.092,170.302,20.02,1.1,气层,气层优势类
靖54-2,4129.0,71.063,63.868,166.88,21.955,2.699,5.991,4.512,255.204,100.0,1.03,气层,气层优势类
靖54-2,4129.125,55.353,63.823,166.895,21.986,2.694,4.647,4.684,475.085,100.0,1.29,气层,气层优势类
靖54-2,4129.25,43.047,63.779,167.327,21.993,2.696,3.677,4.716,875.239,100.0,1.52,气层,气层优势类
靖54-2,4129.375,35.223,63.736,167.958,21.97,2.701,3.185,4.534,1283.24,100.0,1.64,气层,气层优势类
靖54-2,4129.5,30.847,63.695,168.272,21.924,2.703,2.977,4.187,1397.156,100.0,1.67,气层,气层优势类
靖54-2,4129.625,28.285,63.655,167.684,21.874,2.7,2.754,3.831,1059.806,100.0,1.6,气层,气层优势类
靖54-2,4129.75,27.682,63.617,166.439,21.84,2.693,2.455,3.592,618.572,100.0,1.45,气层,气层优势类
靖54-2,4129.875,30.018,63.581,165.143,21.833,2.685,2.243,3.499,352.638,100.0,1.26,气层,气层优势类
靖54-2,4130.0,34.324,63.547,164.508,21.855,2.676,2.306,3.542,308.759,100.0,1.18,气层,气层优势类
靖32,3876.0,54.821,44.808,159.36,21.6,2.745,10.792,3.254,198.729,100.0,1.19,气层,气层优势类
靖32,3876.125,38.525,44.312,159.073,21.707,2.741,10.234,3.232,185.932,83.784,1.18,气层,气层优势类
靖32,3876.25,28.328,43.843,160.523,22.098,2.738,9.96,3.238,166.662,75.453,1.17,气层,气层优势类
靖32,3876.375,22.147,43.443,162.595,22.349,2.731,10.014,3.266,151.54,68.819,1.16,气层,气层优势类
靖32,3876.5,22.077,43.01,164.94,22.4,2.72,10.157,3.303,139.362,65.007,1.16,气层,气层优势类
靖32,3876.625,23.267,42.511,166.492,22.4,2.715,10.092,3.346,128.307,65.795,1.16,气层,气层优势类
靖32,3876.75,22.945,42.02,166.45,22.4,2.717,10.008,3.385,116.741,68.285,1.16,气层,气层优势类
靖32,3876.875,22.997,41.568,165.486,22.281,2.721,9.954,3.417,104.68,70.982,1.15,气层,气层优势类
靖32,3877.0,21.542,41.133,163.881,22.082,2.728,9.953,3.438,93.913,72.614,1.14,气层,气层优势类
靖32,3877.125,20.563,40.657,163.101,21.965,2.734,9.975,3.442,87.904,74.525,1.13,气层,气层优势类
靖32,3877.25,20.519,40.145,163.005,21.83,2.721,10.012,3.433,84.794,69.101,1.13,气层,气层优势类
靖32,3877.375,20.551,39.589,163.634,21.8,2.715,10.108,3.412,84.029,66.093,1.12,气层,气层优势类
靖32,3877.5,21.615,39.043,164.967,22.0,2.708,10.232,3.381,84.081,62.786,1.12,气层,气层优势类
靖32,3877.625,22.463,38.547,166.309,22.2,2.706,10.359,3.345,84.788,63.088,1.11,气层,气层优势类
靖32,3877.75,23.568,38.109,166.916,22.3,2.703,10.474,3.309,86.138,63.122,1.11,气层,气层优势类
靖32,3877.875,23.98,37.771,167.25,22.4,2.706,10.565,3.275,86.315,62.769,1.1,气层,气层优势类
靖32,3878.0,24.212,37.517,167.214,22.4,2.71,10.621,3.245,84.471,62.125,1.1,气层,气层优势类
靖32,3878.125,22.739,37.276,166.836,22.35,2.714,10.618,3.216,84.071,62.007,1.1,气层,气层优势类
靖32,3878.25,20.572,37.016,166.498,22.165,2.717,10.546,3.185,87.46,62.985,1.11,气层,气层优势类
靖32,3878.375,18.306,36.815,166.456,22.032,2.714,10.403,3.152,91.752,61.201,1.11,气层,气层优势类
靖32,3878.5,15.986,36.703,167.088,22.0,2.704,10.211,3.099,95.707,55.685,1.12,气层,气层优势类
靖32,3878.625,16.047,36.633,168.402,22.0,2.701,10.019,3.087,101.354,50.832,1.12,气层,气层优势类
靖32,3878.75,16.594,36.682,169.622,22.0,2.699,9.856,3.093,106.128,46.726,1.12,气层,气层优势类
靖32,3878.875,17.319,36.779,170.659,22.0,2.696,9.707,3.115,111.199,44.828,1.13,气层,气层优势类
靖32,3879.0,18.983,36.701,170.711,22.0,2.701,9.541,3.149,117.908,47.823,1.14,气层,气层优势类
靖32,3879.125,19.59,36.63,169.533,22.0,2.706,9.336,3.188,123.336,52.064,1.15,气层,气层优势类
靖32,3879.25,19.317,36.53,168.037,22.0,2.706,9.125,3.225,128.52,54.716,1.16,气层,气层优势类
靖32,3879.375,19.984,36.404,166.228,22.0,2.711,8.954,3.255,136.69,57.846,1.17,气层,气层优势类
靖32,3879.5,20.103,36.3,163.865,22.0,2.716,8.822,3.279,143.964,59.469,1.18,气层,气层优势类
靖32,3879.625,20.469,36.232,162.189,22.05,2.721,8.651,3.295,145.464,61.282,1.19,气层,气层优势类
靖32,3879.75,21.053,36.211,160.211,22.2,2.725,8.503,3.306,149.391,62.436,1.21,气层,气层优势类
靖32,3879.875,20.54,36.216,159.0,22.05,2.725,8.393,3.318,162.446,60.477,1.23,气层,气层优势类
靖32,3880.0,19.639,36.218,158.482,22.0,2.724,8.249,3.333,182.231,60.088,1.13,气层,气层优势类
靖32,3880.125,18.58,36.218,158.364,22.045,2.726,8.1,3.354,207.648,54.272,1.14,气层,气层优势类
靖32,3880.25,17.983,36.218,158.395,22.334,2.734,8.04,3.376,249.834,52.853,1.14,气层,气层优势类
靖32,3880.375,18.027,36.213,158.218,22.572,2.747,8.046,3.393,295.494,53.565,1.13,气层,气层优势类
靖32,3880.5,18.483,36.208,157.665,22.719,2.762,8.065,3.4,319.891,100.0,1.13,气层,气层优势类
靖32,3880.625,18.644,36.257,156.964,22.396,2.773,8.029,3.392,332.777,100.0,1.13,气层,气层优势类
靖32,3880.75,18.696,36.388,155.948,22.225,2.779,7.941,3.372,343.527,100.0,1.13,气层,气层优势类
靖32,3880.875,18.277,36.6,155.145,22.2,2.78,7.868,3.344,360.088,100.0,1.13,气层,气层优势类
靖32,3881.0,17.879,36.893,154.28,22.2,2.78,7.798,3.313,392.15,100.0,1.14,气层,气层优势类
郝39-1,3983.125,24.086,55.656,174.555,22.673,2.697,10.921,3.259,242.953,71.244,1.11,气层,气层优势类
郝39-1,3983.25,23.841,55.642,174.474,22.662,2.696,11.095,3.299,238.133,70.596,1.11,气层,气层优势类
郝39-1,3983.375,23.943,55.635,174.63,22.487,2.691,11.42,3.354,221.306,69.325,1.11,气层,气层优势类
郝39-1,3983.5,24.223,55.634,175.244,22.37,2.686,11.789,3.41,199.304,68.715,1.11,气层,气层优势类
郝39-1,3983.625,24.276,55.637,176.352,22.362,2.682,12.12,3.443,176.549,68.791,1.11,气层,气层优势类
郝39-1,3983.75,23.86,55.642,177.537,22.395,2.682,12.35,3.438,157.333,69.592,1.11,气层,气层优势类
郝39-1,3983.875,23.064,55.65,177.95,22.419,2.686,12.443,3.405,148.311,70.628,1.11,气层,气层优势类
郝39-1,3984.0,22.649,55.658,177.336,22.39,2.692,12.45,3.364,151.077,71.276,1.11,气层,气层优势类
郝39-1,3984.125,22.985,55.667,176.006,22.318,2.698,12.421,3.337,164.586,71.32,1.11,气层,气层优势类
郝39-1,3984.25,23.88,55.675,174.657,22.205,2.702,12.406,3.342,184.377,70.681,1.11,气层,气层优势类
郝39-1,3984.375,24.595,55.683,174.132,22.131,2.702,12.481,3.375,201.864,69.148,1.11,气层,气层优势类
郝39-1,3984.5,24.585,55.691,174.61,22.163,2.697,12.691,3.415,209.331,66.811,1.11,气层,气层优势类
郝39-1,3984.625,23.99,55.697,175.998,22.229,2.69,13.065,3.45,204.767,64.218,1.11,气层,气层优势类
郝39-1,3984.75,23.257,55.703,178.002,22.284,2.683,13.569,3.452,192.225,62.097,1.11,气层,气层优势类
郝39-1,3984.875,22.822,55.708,180.042,22.3,2.68,14.03,3.431,178.98,61.147,1.11,气层,气层优势类
郝39-1,3985.0,22.676,55.713,181.355,22.257,2.68,14.237,3.42,172.146,61.21,1.11,气层,气层优势类
靖38-2,4116.0,35.006,28.311,171.911,21.989,2.697,4.105,4.613,153.154,100.0,1.18,气层,气层优势类
靖38-2,4116.125,29.322,28.368,167.868,21.904,2.689,5.271,4.412,129.786,100.0,1.13,气层,气层优势类
靖38-2,4116.25,25.106,28.463,165.408,21.751,2.685,6.838,4.134,117.065,86.969,1.08,气层,气层优势类
靖38-2,4116.375,21.971,28.591,165.843,21.661,2.683,8.329,3.786,108.227,62.982,1.05,气层,气层优势类
靖38-2,4116.5,19.745,28.748,168.278,21.676,2.677,9.314,3.387,99.657,54.287,1.01,气层,气层优势类
靖38-2,4116.625,17.97,28.93,171.29,21.668,2.666,9.705,3.037,91.304,50.228,0.98,气层,气层优势类
靖38-2,4116.75,16.504,29.125,173.32,21.655,2.653,9.834,2.888,84.479,47.891,0.952,气层,气层优势类
靖38-2,4116.875,15.668,29.326,173.965,21.684,2.642,10.042,2.879,79.73,48.581,0.929,气层,气层优势类
靖38-2,4117.0,15.705,29.521,174.129,21.693,2.641,10.26,2.906,77.004,46.948,0.914,气层,气层优势类
靖38-2,4117.125,16.517,29.705,175.311,21.69,2.648,10.267,2.934,75.741,53.012,0.905,气层,气层优势类
靖38-2,4117.25,17.819,29.869,177.769,21.725,2.654,10.174,2.949,75.059,58.504,0.903,气层,气层优势类
靖38-2,4117.375,19.559,30.007,179.229,21.764,2.649,10.203,2.964,74.122,60.446,0.905,气层,气层优势类
靖38-2,4117.5,21.608,30.117,179.75,21.743,2.639,10.389,2.971,72.589,61.407,0.911,气层,气层优势类
靖38-2,4117.625,23.524,30.197,180.884,21.714,2.635,10.64,2.962,71.095,57.035,0.92,气层,气层优势类
靖38-2,4117.75,24.309,30.247,180.541,21.724,2.642,10.893,2.947,71.341,55.396,0.932,气层,气层优势类
靖38-2,4117.875,23.22,30.271,178.503,21.754,2.651,11.104,2.902,74.933,56.333,0.948,气层,气层优势类
靖38-2,4118.0,20.843,30.269,180.106,21.791,2.649,11.08,2.842,82.854,56.188,0.967,气层,气层优势类
靖41,3781.0,22.894,60.608,163.302,22.883,2.733,9.138,3.375,382.606,83.689,1.07,气层,气层优势类
靖41,3781.125,18.366,59.813,161.832,22.893,2.726,8.821,3.362,355.307,91.582,1.09,气层,气层优势类
靖41,3781.25,16.239,59.075,161.484,22.87,2.717,8.771,3.341,351.227,97.492,1.08,气层,气层优势类
靖41,3781.375,15.126,58.403,161.976,22.865,2.708,8.891,3.331,333.746,99.796,1.06,气层,气层优势类
靖41,3781.5,15.065,57.795,162.711,22.901,2.701,9.037,3.339,324.453,100.0,1.06,气层,气层优势类
靖41,3781.625,15.662,57.265,163.0,22.892,2.697,8.987,3.322,334.386,100.0,1.06,气层,气层优势类
靖41,3781.75,16.167,56.797,162.72,22.838,2.696,8.691,3.262,344.646,100.0,1.04,气层,气层优势类
靖41,3781.875,16.416,56.389,162.113,22.779,2.697,8.35,3.204,333.065,100.0,1.01,气层,气层优势类
靖41,3782.0,16.499,56.036,161.56,22.762,2.698,8.256,3.182,284.519,100.0,0.968,气层,气层优势类
靖41,3782.125,16.509,55.743,161.421,22.775,2.698,8.593,3.158,217.978,100.0,0.947,气层,气层优势类
靖41,3782.25,16.596,55.495,161.668,22.758,2.697,9.079,3.127,178.428,100.0,0.952,气层,气层优势类
